Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-09-27,2016,9,27,Tuesday,39,2016-39,91.93,92.18,91.5,91.72,9167400,87.16,-0.0026098527660300963,88.14,90.4568
2016-09-28,2016,9,28,Wednesday,39,2016-39,91.75,92.3,91.48,92.2,8272300,87.62,0.005233276309146273,88.01214285714286,90.31859999999999
2016-09-29,2016,9,29,Thursday,39,2016-39,92.14,93.1,91.53,91.8,7476600,87.24,-0.004338142064835404,87.97,90.1966
2016-09-30,2016,9,30,Friday,39,2016-39,92.28,93.49,92.21,92.86,8923700,88.24,0.011546690111793767,87.91642857142857,90.0986
2016-10-03,2016,10,3,Monday,40,2016-40,92.47,92.72,92.05,92.49,5834700,87.89,-0.003984476398336323,87.90214285714285,89.99939999999998
2016-10-04,2016,10,4,Tuesday,40,2016-40,92.45,92.99,92.11,92.59,5903400,87.99,0.0010811348521939657,87.925,89.9082
2016-10-05,2016,10,5,Wednesday,40,2016-40,92.94,93.28,92.38,92.45,5365000,87.85,-0.0015120408762623327,87.92142857142856,89.8276
2016-10-06,2016,10,6,Thursday,40,2016-40,92.75,93.58,92.39,92.83,7484800,88.22,0.004110263901503819,87.93999999999998,89.76119999999999
2016-10-07,2016,10,7,Friday,40,2016-40,93.06,93.29,92.02,92.49,6144100,87.89,-0.0036624822164469384,87.92999999999999,89.6962
2016-10-10,2016,10,10,Monday,41,2016-41,92.7,93.21,92.4,92.49,4241000,87.89,0.0,87.89857142857143,89.6304
2016-10-11,2016,10,11,Tuesday,41,2016-41,92.33,92.38,91.57,91.86,6651100,87.29,-0.006811540183581988,87.86214285714287,89.56039999999999
2016-10-12,2016,10,12,Wednesday,41,2016-41,91.88,92.08,91.39,91.41,6836600,86.87,-0.004898691476914796,87.72642857142857,89.492
2016-10-13,2016,10,13,Thursday,41,2016-41,90.95,91.36,90.32,91.12,5725200,86.59,-0.003172641384899255,87.58071428571428,89.3976
2016-10-14,2016,10,14,Friday,41,2016-41,91.77,91.77,91.29,91.3,4345700,86.76,0.0019754780276197703,87.53571428571429,89.3242
2016-10-17,2016,10,17,Monday,42,2016-42,91.35,91.47,90.56,90.83,5134600,86.32,-0.00514787137866346,87.47571428571429,89.22919999999998
2016-10-18,2016,10,18,Tuesday,42,2016-42,91.4,91.74,90.98,91.17,4890800,86.64,0.0037432148761258333,87.40571428571427,89.14219999999999
2016-10-19,2016,10,19,Wednesday,42,2016-42,91.27,92.14,91.0,91.93,6140500,87.36,0.00833620555894976,87.41428571428573,89.05199999999999
2016-10-20,2016,10,20,Thursday,42,2016-42,91.66,92.32,91.44,92.03,6153200,87.46,0.0010876332501379427,87.35857142857142,88.9412
2016-10-21,2016,10,21,Friday,42,2016-42,91.33,94.19,90.6,93.03,13814500,88.41,0.010866086161525734,87.39571428571428,88.8512
2016-10-24,2016,10,24,Monday,43,2016-43,93.49,94.15,92.8,93.37,7281000,88.73,0.00365469426142484,87.44857142857143,88.7852
2016-10-25,2016,10,25,Tuesday,43,2016-43,93.14,93.36,92.64,92.75,6380700,88.14,-0.0066402910013420025,87.46928571428573,88.7026
2016-10-26,2016,10,26,Wednesday,43,2016-43,92.39,93.72,91.9,93.49,7152800,88.84,0.007978490889477996,87.51357142857144,88.6382
2016-10-27,2016,10,27,Thursday,43,2016-43,93.8,94.34,93.31,94.02,6647000,89.35,0.0056690252754456605,87.61785714285713,88.584
2016-10-28,2016,10,28,Friday,43,2016-43,93.89,94.4,93.53,93.85,7309100,89.19,-0.001808148563463341,87.71071428571429,88.5308
2016-10-31,2016,10,31,Monday,44,2016-44,93.72,93.82,92.31,92.69,9957600,88.08,-0.012360027405324936,87.76714285714284,88.4604
2016-11-01,2016,11,1,Tuesday,44,2016-44,92.78,92.99,91.66,92.39,6449800,87.8,-0.003236579244005333,87.83357142857143,88.39439999999999
2016-11-02,2016,11,2,Wednesday,44,2016-44,91.91,92.56,91.69,91.91,6716200,87.34,-0.005195411444034681,87.88714285714286,88.3172
2016-11-03,2016,11,3,Thursday,44,2016-44,92.26,94.13,92.24,93.37,7751400,88.73,0.01588505090688308,88.02785714285714,88.27060000000002
2016-11-04,2016,11,4,Friday,44,2016-44,93.5,93.79,92.36,92.45,7456500,87.85,-0.009853298975950997,88.13714285714285,88.2116
2016-11-07,2016,11,7,Monday,45,2016-45,93.77,94.48,92.95,94.43,6996100,89.74,0.021417122704112668,88.35857142857142,88.1968
2016-11-08,2016,11,8,Tuesday,45,2016-45,94.53,94.85,93.9,94.38,6226900,89.69,-0.0005295893263902451,88.52499999999999,88.1876
2016-11-09,2016,11,9,Wednesday,45,2016-45,92.29,94.92,92.11,94.64,8635700,89.94,0.002754915375202671,88.70214285714285,88.18339999999998
2016-11-10,2016,11,10,Thursday,45,2016-45,94.89,96.06,94.23,94.96,13777900,90.24,0.0033810365214890226,88.83285714285715,88.1928
2016-11-11,2016,11,11,Friday,45,2016-45,97.18,98.32,95.78,97.68,23008100,92.82,0.028643830883051002,89.125,88.2578
2016-11-14,2016,11,14,Monday,46,2016-46,97.56,98.31,97.45,97.92,13208400,93.05,0.002456941066044216,89.47571428571428,88.3242
2016-11-15,2016,11,15,Tuesday,46,2016-46,97.9,98.14,97.42,97.7,7184600,92.84,-0.0022468468385740126,89.76142857142857,88.3982
2016-11-16,2016,11,16,Wednesday,46,2016-46,98.33,99.17,98.1,99.12,9702400,94.19,0.014534510114186272,90.10714285714286,88.501
2016-11-17,2016,11,17,Thursday,46,2016-46,99.05,99.5,98.27,99.37,8662600,94.43,0.00252216931670346,90.48142857142857,88.60140000000001
2016-11-18,2016,11,18,Friday,46,2016-46,99.05,99.37,98.14,98.24,8586100,93.36,-0.011371824952814635,90.85857142857142,88.71199999999999
2016-11-21,2016,11,21,Monday,47,2016-47,98.11,98.27,97.0,97.63,10771100,92.78,-0.006209207612794643,91.21428571428571,88.78779999999999
2016-11-22,2016,11,22,Tuesday,47,2016-47,97.4,97.93,97.27,97.71,5323700,92.85,0.000819536918057695,91.60785714285714,88.883
2016-11-23,2016,11,23,Wednesday,47,2016-47,97.67,98.28,97.59,98.26,5897400,93.38,0.0056288603616023725,91.93999999999998,88.99719999999999
2016-11-25,2016,11,25,Friday,47,2016-47,98.71,99.07,98.5,98.82,4396800,93.91,0.005699159359287442,92.37285714285714,89.1174
2016-11-28,2016,11,28,Monday,48,2016-48,98.52,99.2,98.32,98.97,7106700,94.05,0.0015177820656038232,92.68071428571429,89.2392
2016-11-29,2016,11,29,Tuesday,48,2016-48,99.24,99.68,98.97,99.67,8396800,94.72,0.007073005959391976,93.03999999999999,89.373
2016-11-30,2016,11,30,Wednesday,48,2016-48,99.4,100.29,99.0,99.12,11369200,94.19,-0.005518169539407758,93.34357142857142,89.4902
2016-12-01,2016,12,1,Thursday,48,2016-48,99.13,99.75,98.62,98.94,9958100,94.02,-0.0018161174224966548,93.61357142857142,89.6146
2016-12-02,2016,12,2,Friday,48,2016-48,98.79,99.08,98.25,98.5,7737200,93.6,-0.00444712365511124,93.6692857142857,89.71119999999999
2016-12-05,2016,12,5,Monday,49,2016-49,98.98,100.27,98.68,99.96,11331500,94.99,0.014822366585537372,93.80785714285715,89.83840000000001
2016-12-06,2016,12,6,Tuesday,49,2016-49,99.95,100.72,99.82,100.66,8427500,95.66,0.007002713492244794,94.00928571428571,90.0038
2016-12-07,2016,12,7,Wednesday,49,2016-49,100.51,102.07,100.44,101.99,12255700,96.92,0.013212862661424074,94.20428571428572,90.199
2016-12-08,2016,12,8,Thursday,49,2016-49,101.47,103.96,101.47,103.38,16524800,99.0,0.02144054329183631,94.5307142857143,90.4266
2016-12-09,2016,12,9,Friday,49,2016-49,103.49,105.52,103.18,104.86,12173900,100.42,0.01431608031092546,95.035,90.69019999999999
2016-12-12,2016,12,12,Monday,50,2016-50,104.61,104.7,103.73,104.06,7880200,99.65,-0.007629162512261867,95.52571428571427,90.9184
2016-12-13,2016,12,13,Tuesday,50,2016-50,104.2,104.31,103.71,103.85,7393200,99.45,-0.002018019618231559,95.99714285714286,91.1496
2016-12-14,2016,12,14,Wednesday,50,2016-50,103.62,104.41,103.5,104.05,7961900,99.64,0.0019258207273638028,96.44428571428571,91.3826
2016-12-15,2016,12,15,Thursday,50,2016-50,103.85,105.64,103.82,104.39,8745400,99.97,0.0032676713324168993,96.87714285714286,91.625
2016-12-16,2016,12,16,Friday,50,2016-50,104.71,104.73,103.75,103.91,12635500,99.51,-0.004598121873888861,97.26714285714286,91.85079999999999
2016-12-19,2016,12,19,Monday,51,2016-51,105.7,106.26,105.07,105.3,11475600,100.84,0.013376890445714551,97.70428571428572,92.10979999999999
2016-12-20,2016,12,20,Tuesday,51,2016-51,105.64,106.2,105.06,105.46,8947300,100.99,0.0015194113079397553,98.18999999999998,92.37180000000001
2016-12-21,2016,12,21,Wednesday,51,2016-51,104.61,105.91,104.51,105.56,5202400,101.09,0.0009482480339453314,98.69500000000001,92.6478
2016-12-22,2016,12,22,Thursday,51,2016-51,104.96,105.49,104.7,105.42,5230800,100.95,-0.0013261537428125303,99.22000000000001,92.9294
2016-12-23,2016,12,23,Friday,51,2016-51,105.24,105.34,104.75,105.15,3238800,100.69,-0.002561210590307228,99.62714285714286,93.21140000000001
2016-12-27,2016,12,27,Tuesday,52,2016-52,104.85,105.56,104.78,105.17,3639500,100.71,0.00019017839946156023,99.98785714285714,93.49040000000001
2016-12-28,2016,12,28,Wednesday,52,2016-52,104.99,105.32,104.06,104.3,5178600,99.88,-0.008272247929722254,100.19928571428571,93.7616
2016-12-29,2016,12,29,Thursday,52,2016-52,104.23,104.77,103.87,104.56,5896800,100.13,0.0024927729521073694,100.27999999999999,94.03139999999999
2016-12-30,2016,12,30,Friday,52,2016-52,104.57,105.0,103.96,104.22,6983300,99.8,-0.0032516567448275246,100.23571428571428,94.28020000000001
2017-01-03,2017,1,3,Tuesday,01,2017-01,105.3,106.9,105.21,106.08,8884300,101.58,0.01784678464177092,100.37357142857142,94.5626
2017-01-04,2017,1,4,Wednesday,01,2017-01,106.64,107.5,106.25,107.44,8322000,102.89,0.012820482971475755,100.61928571428571,94.8522
2017-01-05,2017,1,5,Thursday,01,2017-01,107.17,107.62,106.79,107.38,6303000,102.83,-0.0005585230077072012,100.84714285714287,95.1342
2017-01-06,2017,1,6,Friday,01,2017-01,108.02,109.35,107.75,108.98,9551300,104.36,0.014900464726463003,101.16071428571429,95.45859999999999
2017-01-09,2017,1,9,Monday,02,2017-02,108.58,108.83,108.11,108.36,6195200,103.77,-0.00568914160641254,101.465,95.75720000000001
2017-01-10,2017,1,10,Tuesday,02,2017-02,107.9,108.82,107.35,108.38,7901900,103.79,0.00018454465701300826,101.67571428571428,96.046
2017-01-11,2017,1,11,Wednesday,02,2017-02,108.54,109.49,108.38,109.44,7616800,104.8,0.00978045884185863,101.94785714285715,96.3582
2017-01-12,2017,1,12,Thursday,02,2017-02,108.12,109.0,107.43,107.53,8218900,102.97,-0.01745256814949081,102.08214285714284,96.65599999999999
2017-01-13,2017,1,13,Friday,02,2017-02,107.16,108.35,106.9,108.06,6489000,103.48,0.004928922748276943,102.26285714285713,96.96960000000001
2017-01-17,2017,1,17,Tuesday,03,2017-03,107.91,108.93,107.65,107.97,7586500,103.39,-0.0008329039298363705,102.4557142857143,97.2906
2017-01-18,2017,1,18,Wednesday,03,2017-03,106.93,108.4,106.81,108.16,7162900,103.58,0.001759802102878183,102.66071428571429,97.58760000000001
2017-01-19,2017,1,19,Thursday,03,2017-03,107.92,108.01,107.08,107.28,5350200,102.73,-0.008136084268486443,102.86428571428571,97.8852
2017-01-20,2017,1,20,Friday,03,2017-03,107.35,107.82,107.18,107.66,5649000,103.1,0.0035420927250602308,103.07642857142858,98.1524
2017-01-23,2017,1,23,Monday,04,2017-04,107.34,107.68,106.57,107.12,5716600,102.58,-0.005015769046846308,103.275,98.4102
2017-01-24,2017,1,24,Tuesday,04,2017-04,107.2,108.06,107.08,107.9,5456100,103.33,0.00728152216783684,103.39999999999999,98.67800000000001
2017-01-25,2017,1,25,Wednesday,04,2017-04,108.23,108.42,108.0,108.04,6180200,103.46,0.0012974675459596074,103.4407142857143,98.94239999999999
2017-01-26,2017,1,26,Thursday,04,2017-04,108.21,108.62,107.98,108.06,6088100,103.48,0.00018516500185317142,103.48714285714286,99.15559999999999
2017-01-27,2017,1,27,Friday,04,2017-04,108.49,109.4,108.15,109.3,5578300,104.67,0.011475081928270292,103.50928571428572,99.38799999999999
2017-01-30,2017,1,30,Monday,05,2017-05,109.86,111.05,108.96,110.94,13793600,106.24,0.015004559360246361,103.68571428571428,99.65599999999999
2017-01-31,2017,1,31,Tuesday,05,2017-05,110.59,110.8,109.98,110.65,8485800,105.96,-0.0026139546788129797,103.84071428571428,99.89139999999999
2017-02-01,2017,2,1,Wednesday,05,2017-05,110.71,111.99,110.68,111.3,10501300,106.58,0.005874365364270551,103.96785714285714,100.13439999999999
2017-02-02,2017,2,2,Thursday,05,2017-05,111.21,111.54,110.55,110.61,6515900,105.92,-0.006199541662834096,104.17857142857143,100.3856
2017-02-03,2017,2,3,Friday,05,2017-05,110.9,111.15,110.21,110.3,7923400,105.63,-0.002802544063773116,104.33214285714287,100.6426
2017-02-06,2017,2,6,Monday,06,2017-06,109.92,110.15,109.3,109.57,6896300,104.93,-0.006618417589364434,104.44214285714285,100.8842
2017-02-07,2017,2,7,Tuesday,06,2017-06,109.65,109.73,108.77,109.0,10184800,104.38,-0.005202095642386939,104.49928571428572,101.1042
2017-02-08,2017,2,8,Wednesday,06,2017-06,109.56,111.42,108.98,109.0,13615500,104.38,0.0,104.61714285714287,101.31360000000001
2017-02-09,2017,2,9,Thursday,06,2017-06,109.0,109.85,109.0,109.49,6369700,104.85,0.0044953814949155735,104.74214285714285,101.52959999999999
2017-02-10,2017,2,10,Friday,06,2017-06,109.35,109.8,108.58,109.26,7671800,104.63,-0.0021005789325933,104.88857142857141,101.72779999999999
2017-02-13,2017,2,13,Monday,07,2017-07,108.95,109.9,108.9,109.65,5653200,105.0,0.003569415510124241,105.00785714285713,101.944
2017-02-14,2017,2,14,Tuesday,07,2017-07,109.8,110.33,109.53,110.33,4768700,105.65,0.0062016451256383665,105.16428571428571,102.17660000000002
2017-02-15,2017,2,15,Wednesday,07,2017-07,109.91,110.68,109.8,110.18,7087100,105.51,-0.0013597323110957626,105.3092857142857,102.4148
2017-02-16,2017,2,16,Thursday,07,2017-07,110.34,110.87,110.09,110.71,7179600,106.02,0.004810374703785092,105.40571428571427,102.6354
2017-02-17,2017,2,17,Friday,07,2017-07,110.24,110.5,109.52,110.06,6349200,105.4,-0.0058711821502130945,105.3457142857143,102.8302
2017-02-21,2017,2,21,Tuesday,08,2017-08,109.94,110.21,109.8,110.01,5432700,105.35,-0.00045423540310007837,105.30214285714285,102.99880000000002
2017-02-22,2017,2,22,Wednesday,08,2017-08,109.69,110.28,109.53,110.12,5478400,105.45,0.0009999168606824593,105.22142857142856,103.12780000000001
2017-02-23,2017,2,23,Thursday,08,2017-08,110.3,110.49,109.59,109.73,5470400,105.08,-0.0035416118776251393,105.16142857142857,103.221
2017-02-24,2017,2,24,Friday,08,2017-08,109.62,110.32,109.1,110.32,4786800,105.64,0.005376750444329392,105.16214285714285,103.3408
2017-02-27,2017,2,27,Monday,09,2017-09,109.93,110.47,109.83,110.23,3547700,105.56,-0.0008157690114224403,105.20714285714284,103.463
2017-02-28,2017,2,28,Tuesday,09,2017-09,110.0,110.4,109.83,110.09,4766000,105.42,-0.001269969899017509,105.28142857142858,103.5786
2017-03-01,2017,3,1,Wednesday,09,2017-09,110.66,111.8,110.66,111.04,7418100,106.33,0.008629205416917918,105.42071428571428,103.7058
2017-03-02,2017,3,2,Thursday,09,2017-09,111.0,111.21,110.45,110.59,4715600,105.9,-0.004052612282178236,105.49571428571429,103.8336
2017-03-03,2017,3,3,Friday,09,2017-09,110.59,111.5,110.04,111.24,5837900,106.53,0.005877552878776893,105.63142857142859,103.9474
2017-03-06,2017,3,6,Monday,10,2017-10,110.77,110.98,110.09,110.67,4983200,105.98,-0.005124070252868873,105.70142857142858,104.04719999999999
2017-03-07,2017,3,7,Tuesday,10,2017-10,110.7,110.93,110.16,110.86,5114400,106.16,0.0017167965302395949,105.73785714285714,104.1486
2017-03-08,2017,3,8,Wednesday,10,2017-10,110.87,111.32,110.66,110.84,4929900,106.14,-0.0001803830099039727,105.78285714285714,104.2524
2017-03-09,2017,3,9,Thursday,10,2017-10,110.9,111.32,110.69,111.03,4005700,106.32,0.0017141633972637127,105.80428571428571,104.365
2017-03-10,2017,3,10,Friday,10,2017-10,111.4,111.5,110.69,110.92,4027400,106.22,-0.0009907310284731352,105.86285714285714,104.47519999999999
2017-03-13,2017,3,13,Monday,11,2017-11,110.92,111.68,110.82,111.52,5213600,106.79,0.005409353165305886,105.96571428571428,104.6134
2017-03-14,2017,3,14,Tuesday,11,2017-11,111.73,112.89,111.72,112.31,7273500,107.55,0.007083889199337223,106.11571428571428,104.76180000000001
2017-03-15,2017,3,15,Wednesday,11,2017-11,112.43,112.45,111.15,111.87,5319500,107.13,-0.003917616690724102,106.26214285714286,104.9084
2017-03-16,2017,3,16,Thursday,11,2017-11,112.18,112.32,111.4,111.71,4409400,106.98,-0.0014301778784626684,106.35785714285714,105.01639999999999
2017-03-17,2017,3,17,Friday,11,2017-11,111.87,112.09,111.18,111.76,9061200,107.02,0.0004474547995054756,106.46214285714287,105.09899999999999
2017-03-20,2017,3,20,Monday,12,2017-12,112.07,113.16,112.05,112.71,8156300,107.93,0.008500333837047291,106.64142857142858,105.20100000000001
2017-03-21,2017,3,21,Tuesday,12,2017-12,112.97,113.1,111.54,111.75,7109800,107.01,-0.008517327613975612,106.69000000000001,105.25399999999999
2017-03-22,2017,3,22,Wednesday,12,2017-12,111.85,112.18,111.35,112.08,5044700,107.33,0.002952900457047658,106.79214285714285,105.32520000000001
2017-03-23,2017,3,23,Thursday,12,2017-12,111.71,112.98,111.66,112.24,8307900,107.48,0.0014275694561978192,106.86,105.399
2017-03-24,2017,3,24,Friday,12,2017-12,112.4,112.58,111.68,112.14,4707300,107.39,-0.000890896894886084,106.96071428571429,105.4508
2017-03-27,2017,3,27,Monday,13,2017-13,111.81,112.55,111.45,112.38,4469800,107.62,0.0021401727924530434,107.06500000000001,105.5438
2017-03-28,2017,3,28,Tuesday,13,2017-13,112.6,113.24,112.02,113.05,6280900,108.26,0.005961948649839899,107.21642857142857,105.63940000000001
2017-03-29,2017,3,29,Wednesday,13,2017-13,112.66,112.94,112.31,112.53,3781200,107.76,-0.004599808875721312,107.31928571428571,105.7268
2017-03-30,2017,3,30,Thursday,13,2017-13,112.53,113.3,112.28,113.18,4192800,108.38,0.005776295714169377,107.47357142857143,105.82279999999999
2017-03-31,2017,3,31,Friday,13,2017-13,113.0,113.71,112.95,113.39,4617400,108.58,0.0018554083732149618,107.60142857142857,105.93979999999999
2017-04-03,2017,4,3,Monday,14,2017-14,113.18,113.65,112.43,113.2,4643300,108.4,-0.0016756842400734717,107.66214285714285,106.0458
2017-04-04,2017,4,4,Tuesday,14,2017-14,113.15,113.55,112.83,113.04,3386100,108.25,-0.001413304359221601,107.74214285714287,106.1592
2017-04-05,2017,4,5,Wednesday,14,2017-14,113.58,113.84,112.79,113.0,4795100,108.21,-0.0003538790136917713,107.83,106.2568
2017-04-06,2017,4,6,Thursday,14,2017-14,112.85,113.42,112.39,113.05,4744000,108.26,0.00044248773429078625,107.91857142857144,106.35279999999999
2017-04-07,2017,4,7,Friday,14,2017-14,112.82,113.28,112.53,112.58,4300700,107.81,-0.004157516850226806,107.91,106.4394
2017-04-10,2017,4,10,Monday,15,2017-15,112.8,112.89,112.04,112.43,4053600,107.67,-0.0013323448490898393,107.95714285714287,106.49940000000001
2017-04-11,2017,4,11,Tuesday,15,2017-15,113.68,113.83,112.59,113.07,5230800,108.28,0.005692359334487973,108.025,106.5402
2017-04-12,2017,4,12,Wednesday,15,2017-15,113.03,113.28,112.76,113.04,4086300,108.25,-0.0002652155626857722,108.08000000000001,106.586
2017-04-13,2017,4,13,Thursday,15,2017-15,113.04,114.25,112.99,113.2,6530800,108.4,0.0014153046154041782,108.15214285714285,106.62240000000001
2017-04-17,2017,4,17,Monday,16,2017-16,113.33,113.94,113.22,113.78,5120200,108.96,0.005123747355992636,108.24785714285714,106.68320000000001
2017-04-18,2017,4,18,Tuesday,16,2017-16,113.48,114.75,113.0,114.19,6191100,109.35,0.0036035116295403125,108.32571428571428,106.7576
2017-04-19,2017,4,19,Wednesday,16,2017-16,114.56,115.0,113.54,113.73,5303400,108.91,-0.00402837964083802,108.40785714285714,106.8372
2017-04-20,2017,4,20,Thursday,16,2017-16,114.17,115.05,113.87,114.79,5279300,109.93,0.009320233200925454,108.51857142857143,106.9482
2017-04-21,2017,4,21,Friday,16,2017-16,114.38,115.12,114.27,114.44,6654500,109.59,-0.003048975372843654,108.59071428571428,107.05239999999999
2017-04-24,2017,4,24,Monday,17,2017-17,115.26,115.38,113.66,113.7,7294600,108.88,-0.00646628918625336,108.625,107.13300000000001
2017-04-25,2017,4,25,Tuesday,17,2017-17,113.73,115.52,113.68,115.18,6918300,110.3,0.01301674843213374,108.77142857142857,107.2464
2017-04-26,2017,4,26,Wednesday,17,2017-17,115.4,115.96,114.86,115.58,4809800,110.68,0.0034728332265343553,108.94785714285716,107.36
2017-04-27,2017,4,27,Thursday,17,2017-17,115.8,116.1,115.39,115.84,3910800,110.93,0.002249422514035926,109.13857142857141,107.4656
2017-04-28,2017,4,28,Friday,17,2017-17,115.87,115.9,115.24,115.6,3987600,110.7,-0.0020718144649019,109.345,107.5694
2017-05-01,2017,5,1,Monday,18,2017-18,115.59,115.61,114.72,114.73,4963300,109.87,-0.007525885285160627,109.50214285714286,107.6464
2017-05-02,2017,5,2,Tuesday,18,2017-18,114.87,114.99,113.68,114.37,6604600,109.52,-0.003137788322408186,109.59071428571428,107.7288
2017-05-03,2017,5,3,Wednesday,18,2017-18,114.03,114.09,111.18,111.62,11521200,106.89,-0.024044884006391154,109.49357142857141,107.75959999999999
2017-05-04,2017,5,4,Thursday,18,2017-18,110.58,111.3,109.06,111.17,10691200,106.46,-0.0040314829971730415,109.355,107.7798
2017-05-05,2017,5,5,Friday,18,2017-18,111.49,112.15,110.92,111.99,5871400,107.24,0.0073760832842963975,109.23214285714286,107.82300000000001
2017-05-08,2017,5,8,Monday,19,2017-19,112.39,112.39,111.0,111.42,5980100,106.7,-0.005089683040884974,109.04285714285716,107.8442
2017-05-09,2017,5,9,Tuesday,19,2017-19,111.55,112.15,110.35,112.07,9337400,107.32,0.005833840479246177,108.92928571428571,107.8794
2017-05-10,2017,5,10,Wednesday,19,2017-19,109.0,109.66,108.13,109.66,17061100,105.01,-0.02150452479520093,108.57785714285714,107.8712
2017-05-11,2017,5,11,Thursday,19,2017-19,109.74,110.01,108.5,109.58,8021300,104.94,-0.0007295729738621137,108.24571428571429,107.8434
2017-05-12,2017,5,12,Friday,19,2017-19,109.8,109.89,109.27,109.69,5067700,105.04,0.001003913430206671,107.97142857142856,107.82619999999999
2017-05-15,2017,5,15,Monday,20,2017-20,109.73,110.08,109.12,109.13,6241300,104.51,-0.005105323350945712,107.55785714285715,107.7858
2017-05-16,2017,5,16,Tuesday,20,2017-20,109.13,109.23,107.82,107.98,10047100,103.4,-0.010537906678000919,107.03785714285713,107.7342
2017-05-17,2017,5,17,Wednesday,20,2017-20,107.98,107.98,105.23,106.31,12763200,101.8,-0.015465847661098042,106.38571428571429,107.64699999999999
2017-05-18,2017,5,18,Thursday,20,2017-20,105.98,107.31,105.98,106.68,6532200,102.16,0.003480435347439803,105.7757142857143,107.56739999999999
2017-05-19,2017,5,19,Friday,20,2017-20,106.76,107.86,106.7,107.52,6336700,102.96,0.007874056911130634,105.28214285714284,107.50019999999999
2017-05-22,2017,5,22,Monday,21,2017-21,107.65,108.2,107.41,107.63,5487200,103.07,0.0010230734290632704,104.82142857142857,107.43720000000002
2017-05-23,2017,5,23,Tuesday,21,2017-21,107.68,107.8,106.91,107.02,7542600,102.48,-0.005667602088232249,104.50642857142859,107.351
2017-05-24,2017,5,24,Wednesday,21,2017-21,107.15,107.83,106.93,107.71,4366700,103.15,0.006447402714435002,104.27,107.263
2017-05-25,2017,5,25,Thursday,21,2017-21,108.13,108.13,106.78,107.27,8030400,102.72,-0.004085075008184447,103.94714285714285,107.17479999999999
2017-05-26,2017,5,26,Friday,21,2017-21,107.71,108.49,107.48,108.41,6236800,103.82,0.010627492251692017,103.74142857142856,107.11160000000001
2017-05-30,2017,5,30,Tuesday,22,2017-22,108.49,108.6,107.95,108.34,4813400,103.75,-0.0006458288152385583,103.48642857142856,107.04620000000001
2017-05-31,2017,5,31,Wednesday,22,2017-22,108.4,108.65,107.64,107.94,9963600,103.37,-0.0036920158961264438,103.36928571428572,106.955
2017-06-01,2017,6,1,Thursday,22,2017-22,107.73,108.21,107.17,108.21,5907400,103.62,0.002501268237768306,103.27499999999999,106.8872
2017-06-02,2017,6,2,Friday,22,2017-22,108.46,108.64,106.95,107.18,10876900,102.64,-0.009518476920001628,103.10357142857143,106.79339999999998
2017-06-05,2017,6,5,Monday,23,2017-23,107.04,107.22,106.11,106.52,6372800,102.01,-0.006157839335110049,102.925,106.684
2017-06-06,2017,6,6,Tuesday,23,2017-23,106.17,106.19,104.61,105.5,9589500,101.03,-0.009575551162998686,102.75571428571428,106.55680000000001
2017-06-07,2017,6,7,Wednesday,23,2017-23,105.79,106.25,105.54,105.92,5777700,101.43,0.00398094980043151,102.72928571428572,106.43299999999999
2017-06-08,2017,6,8,Thursday,23,2017-23,105.92,105.92,104.16,104.32,11002400,99.9,-0.015105776085685307,102.56785714285714,106.2658
2017-06-09,2017,6,9,Friday,23,2017-23,104.28,105.92,104.08,105.62,9392500,101.14,0.01246162923743288,102.43785714285715,106.1334
2017-06-12,2017,6,12,Monday,24,2017-24,105.62,107.2,105.62,107.04,8049500,102.5,0.013444542957500749,102.39714285714285,106.0158
2017-06-13,2017,6,13,Tuesday,24,2017-24,107.14,107.26,106.16,106.56,4918900,102.04,-0.00448428557414382,102.36571428571428,105.885
2017-06-14,2017,6,14,Wednesday,24,2017-24,106.95,107.01,105.76,106.14,4781100,101.64,-0.003941499115446834,102.25785714285715,105.7498
2017-06-15,2017,6,15,Thursday,24,2017-24,105.94,106.16,105.23,105.98,5309900,101.49,-0.0015074615707264538,102.17,105.6146
2017-06-16,2017,6,16,Friday,24,2017-24,106.28,106.35,104.77,105.51,8683400,101.04,-0.004434867830880207,101.97142857142858,105.4712
2017-06-19,2017,6,19,Monday,25,2017-25,105.6,106.0,105.19,105.37,5956200,100.9,-0.0013267822061826529,101.76785714285715,105.32400000000001
2017-06-20,2017,6,20,Tuesday,25,2017-25,105.07,105.3,103.81,103.94,7895700,99.54,-0.013571330710368867,101.49428571428572,105.1586
2017-06-21,2017,6,21,Wednesday,25,2017-25,104.39,105.08,103.54,104.8,7765700,100.36,0.008274097313888618,101.26142857142858,105.0124
2017-06-22,2017,6,22,Thursday,25,2017-25,104.71,104.77,104.09,104.22,6156000,99.8,-0.005534276763099921,101.05857142857143,104.84280000000001
2017-06-23,2017,6,23,Friday,25,2017-25,103.83,104.58,103.17,104.36,18147900,99.94,0.001343204445027446,100.91071428571429,104.6766
2017-06-26,2017,6,26,Monday,26,2017-26,104.6,105.85,104.56,105.57,5867000,101.1,0.011594342305409455,100.9157142857143,104.53059999999999
2017-06-27,2017,6,27,Tuesday,26,2017-26,105.33,106.15,105.14,105.41,5694500,100.94,-0.0015154500666334503,100.88071428571428,104.37019999999998
